movieId,title,genres,clean_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
679,"Run of the Country, The (1995)",Drama,"Run of the Country, The",,,,,,,,,,,,,,,,,,,,,,,,,,
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",,,,,,,,,,,,,,,,,,,,,,,,,,
685,It's My Party (1996),Drama,It's My Party,It's My Party,1996,R,22 Mar 1996,110 min,"Drama, Romance",Randal Kleiser,Randal Kleiser,"Eric Roberts, Gregory Harrison, Margaret Cho","Nick ""Eric Roberts"", is nearing the end of a 3-year battle with AIDS and makes arrangements to die. He hosts a party to say goodbye to friends and family. His ex-partner, Brandon ""Gregory Harrison"", attends and things get complica...",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTE2NDBjN2UtMDQ0MS00NjdjLWFjNzktMTVjM2RhMzhkMzM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}]",N/A,7.1,"3,287",tt0113443,movie,N/A,"$622,503",N/A,N/A,True,
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Operation Dumbo Drop,Operation Dumbo Drop,1995,PG,28 Jul 1995,107 min,"Action, Adventure, Comedy",Simon Wincer,"James Morris, Gene Quintano, Jim Kouf","Danny Glover, Ray Liotta, Denis Leary","To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.","English, Vietnamese",United States,N/A,https://m.media-amazon.com/images/M/MV5BOTJjM2U4MGMtNThmNi00ODAzLWE1ZGEtMzkyOWFjMzE0YzNjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.2,"9,996",tt0114048,movie,N/A,"$24,670,346",N/A,N/A,True,
691,Mrs. Winterbourne (1996),Comedy|Romance,Mrs. Winterbourne,Mrs. Winterbourne,1996,PG-13,19 Apr 1996,105 min,"Comedy, Drama, Romance",Richard Benjamin,"Cornell Woolrich, Phoef Sutton, Lisa-Maria Radano","Shirley MacLaine, Ricki Lake, Brendan Fraser","Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMDQyZDhhNGUtNmIxMC00MWQ0LThlMzctMzg2M2RmMThhOWRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.2,"8,886",tt0117104,movie,N/A,"$10,082,005",N/A,N/A,True,
692,Solo (1996),Action|Sci-Fi|Thriller,Solo,Solo,1996,PG-13,23 Aug 1996,94 min,"Action, Sci-Fi, Thriller",Norberto Barba,"Robert Mason, David L. Corley","Mario Van Peebles, William Sadler, Barry Corbin",A robot soldier named Solo escapes after learning he will be deprogrammed and helps a village who are under attack by rebels.,"English, Spanish","Mexico, United States",N/A,https://m.media-amazon.com/images/M/MV5BZGRiYzgwODgtZTg3NC00MmU3LTlhNmYtYjM5MzQwMGU1OGZlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",N/A,4.1,"4,743",tt0117688,movie,N/A,"$5,107,669",N/A,N/A,True,
694,"Substitute, The (1996)",Action|Crime|Drama,"Substitute, The",,,,,,,,,,,,,,,,,,,,,,,,,,
695,True Crime (1996),Mystery|Thriller,True Crime,True Crime,1999,R,19 Mar 1999,127 min,"Crime, Drama, Mystery",Clint Eastwood,"Andrew Klavan, Larry Gross, Paul Brickman","Clint Eastwood, Isaiah Washington, LisaGay Hamilton",Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,English,United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BZTc0YmZlN2QtMTg5YS00Y2E1LTg2ZTYtNWQwMTZhZmZmYmI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.6,"40,618",tt0139668,movie,N/A,"$16,649,768",N/A,N/A,True,
697,Feeling Minnesota (1996),Drama|Romance,Feeling Minnesota,Feeling Minnesota,1996,R,13 Sep 1996,99 min,"Comedy, Crime, Drama",Steven Baigelman,Steven Baigelman,"Keanu Reeves, Vincent D'Onofrio, Cameron Diaz",An ex-convict and his bumbling crook brother fight for the same woman.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODBjMmYzYmItOWVkNy00YTAyLTkwM2YtMTlhNTY3Njc3YThjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.4,"11,781",tt0116289,movie,N/A,"$3,124,440",N/A,N/A,True,
698,Delta of Venus (1995),Drama,Delta of Venus,Delta of Venus,1995,R,13 Oct 1995,102 min,Drama,Zalman King,"Anaïs Nin, Elisa M. Rothstein, Patricia Louisianna Knop","Audie England, Costas Mandylor, Eric da Silva","A struggling American writer (England) and a fellow American expatriate (Mandylor) begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWJlNWZkNmEtMjc0ZC00NWRlLThjNDAtZDdmYjUzZDJlOTcxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,4.7,"2,420",tt0109593,movie,N/A,"$63,174",N/A,N/A,True,
700,Angus (1995),Comedy,Angus,Angus,1995,PG-13,15 Sep 1995,90 min,"Comedy, Drama",Patrick Read Johnson,"Chris Crutcher, Jill Gordon","Charlie Talbert, George C. Scott, Kathy Bates","A miserable fat teenager secretly has a crush on the class beauty, ends up becoming the surprising participant to dance with her at a high school dance, meaning he's got to get his act together with the help of his best friend.",English,"United Kingdom, France, Germany, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BNzcyZmM3YWMtNzYzMC00N2NiLTgzMWUtYjIzZWEyNzZlMWFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.7,"7,249",tt0112368,movie,N/A,"$4,821,759",N/A,N/A,True,
703,Boys (1996),Drama,Boys,Boys,2014,Not Rated,09 Feb 2014,78 min,"Drama, Romance, Sport",Mischa Kamp,"Chris Westendorp, Jaap-Peter Enderle","Gijs Blom, Ko Zandvliet, Jonas Smulders",A sexually awakening gay teen athlete finds himself in a budding relationship with his mutually attracted relay race teammate.,"Dutch, English",Netherlands,9 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNjU4NjE2NDM4NV5BMl5BanBnXkFtZTgwMzM2NDg5MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"16,700",tt3318220,movie,N/A,N/A,N/A,N/A,True,
704,"Quest, The (1996)",Action|Adventure,"Quest, The",Dragon Quest: The Adventure of Dai,2020–2022,TV-PG,03 Oct 2020,24 min,"Animation, Action, Adventure",N/A,N/A,"Atsumi Tanezaki, Vincent Tong, Sabrina Pitre","Young Dai embarks on an epic journey to become a legendary hero, training with his loyal companions to save the world from the resurrected Demon King.","Japanese, English",Japan,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTNiMGIxZDgtZTYwYi00MGEyLWI3ZTUtNzA2Y2I3NjUyYjhhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"1,514",tt11858104,series,,,,,True,1
706,Sunset Park (1996),Drama,Sunset Park,Sunset Park,1996,R,26 Apr 1996,99 min,"Drama, Sport",Steve Gomer,"Seth Zvi Rosenfeld, Kathleen McGhee-Anderson","Rhea Perlman, Fredro Starr, Carol Kane","A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTQyOThjYTUtNzdjOS00ZWFkLTk4YTgtOTFlNDgyZTVhY2Y0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]",N/A,5.9,"1,882",tt0117784,movie,N/A,"$10,163,782",N/A,N/A,True,
707,Mulholland Falls (1996),Crime|Drama|Thriller,Mulholland Falls,Mulholland Falls,1996,R,26 Apr 1996,107 min,"Crime, Drama, Mystery",Lee Tamahori,"Peter Dexter, Floyd Mutrux","Nick Nolte, Melanie Griffith, Jennifer Connelly","In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BOTcwMDE3MTQ5OV5BMl5BanBnXkFtZTcwMzA0MDQ1NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.3,"20,890",tt0117107,movie,N/A,"$11,526,099",N/A,N/A,True,
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,"Truth About Cats & Dogs, The",The Truth About Cats & Dogs,1996,PG-13,26 Apr 1996,97 min,"Comedy, Romance",Michael Lehmann,Audrey Wells,"Uma Thurman, Janeane Garofalo, Ben Chaplin",A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMmZmYzFiOWQtZDkxYS00Y2NhLWI3ODktZjU2Yzk4ZDNiMzU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.3,"29,826",tt0117979,movie,N/A,"$34,861,807",N/A,N/A,True,
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,Oliver & Company,Oliver,1983,N/A,N/A,45 min,Documentary,Nick Deocampo,Nick Deocampo,"Reynaldo Villarma, Paul Alantis, Tony Álvarez","This is Nick Deocampo's masterpiece, a documentary about a gay nightclub performer with an especially lurid ""Spider-man"" act. Oliver is a female impersonator who supports his family by performing in Manila's gay bars.","Filipino, Tagalog",Philippines,N/A,https://m.media-amazon.com/images/M/MV5BOGYyODk4MGYtMWZhNS00YmI2LTg3NDYtMGQ0ZDc0YjNjMTJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,76,tt0086041,movie,N/A,N/A,N/A,N/A,True,
710,Celtic Pride (1996),Comedy,Celtic Pride,Celtic Pride,1996,PG-13,19 Apr 1996,91 min,"Comedy, Sport",Tom DeCerchio,"Judd Apatow, Colin Quinn","Damon Wayans, Daniel Stern, Dan Aykroyd",Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGQxYjg5OWItNmFmMS00MmQ0LThmMzMtMGJiMjNkZDdkMGVmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.3,"10,748",tt0115851,movie,N/A,"$9,255,027",N/A,N/A,True,
711,Flipper (1996),Adventure|Children,Flipper,Flipper,1996,PG,17 May 1996,95 min,"Adventure, Crime, Drama",Alan Shapiro,"Ricou Browning, Jack Cowden, Arthur Weiss","Paul Hogan, Elijah Wood, Jonathan Banks",A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local bad guys who are polluting the water.,English,United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BNWRmNzA4MmYtMThjZS00NzQ5LWI4MzItOWNlZjUxNDVmMzExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.3,"12,093",tt0116322,movie,N/A,"$20,080,020",N/A,N/A,True,
714,Dead Man (1995),Drama|Mystery|Western,Dead Man,Dead Man,1995,R,10 May 1996,121 min,"Adventure, Drama, Western",Jim Jarmusch,Jim Jarmusch,"Johnny Depp, Gary Farmer, Crispin Glover","On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.","English, Cree","Germany, Japan, United States",6 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BZjdjN2Q4MzctOWZjMS00ZjZkLTg5OWQtM2NjMTliYmE3MTY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.5,"107,689",tt0112817,movie,N/A,"$1,037,847",N/A,N/A,True,
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,"Horseman on the Roof, The (Hussard sur le toit, Le)",,,,,,,,,,,,,,,,,,,,,,,,,,
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,"Visitors, The (Visiteurs, Les)",,,,,,,,,,,,,,,,,,,,,,,,,,
719,Multiplicity (1996),Comedy,Multiplicity,Multiplicity,1996,PG-13,17 Jul 1996,117 min,"Comedy, Romance, Sci-Fi",Harold Ramis,"Chris Miller, Mary Hale, Lowell Ganz","Michael Keaton, Andie MacDowell, Zack Duhame",A family man who never has enough time for the things he wants to do takes advantage of the opportunity to have himself cloned.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmE0NzY5NjgtZGNjOS00NTk4LThiMjctYTE3MzYxY2FiMzMyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.1,"36,638",tt0117108,movie,N/A,"$21,075,014",N/A,N/A,True,
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Wallace & Gromit: The Best of Aardman Animation,Wallace,2014,N/A,24 Apr 2014,19 min,"Short, Comedy, Drama",Ian McCulloch,Ian McCulloch,"George Demas, Nina Hellman, Annie Parisse",A brokenhearted man exacts a unique brand of revenge.,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMTY0MDE2MDE4NF5BMl5BanBnXkFtZTgwNjY4MDk3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,13,tt3256218,movie,N/A,N/A,N/A,N/A,True,
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,"Haunted World of Edward D. Wood Jr., The",,,,,,,,,,,,,,,,,,,,,,,,,,
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,"Craft, The",Craft: The California Beer Documentary,2015,Not Rated,03 Nov 2015,88 min,Documentary,Jeff Smith,Jeff Smith,N/A,"Follow along with director Jeff Smith, as he discovers all that California has to offer in the exciting world of craft beer. Includes interviews at Sierra Nevada, Stone Brewing, Lagunitas, and many, many, many others.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDllMDBhYmMtOWM2Yy00MDgxLTgxZTAtZjJiODMzM2JhN2MyXkEyXkFqcGdeQXVyMTcwMzA2OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,35,tt4650516,movie,N/A,N/A,N/A,N/A,True,
725,"Great White Hype, The (1996)",Comedy,"Great White Hype, The",,,,,,,,,,,,,,,,,,,,,,,,,,
726,Last Dance (1996),Drama,Last Dance,Last Dance,1996,R,03 May 1996,103 min,"Drama, Thriller",Bruce Beresford,"Steven Haft, Ron Koslow","Sharon Stone, Rob Morrow, Randy Quaid",A lawyer assigned to the clemency case of a woman on death row finds himself forming a deep friendship with her while he tries to prevent her impending execution.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZjc2MzZlMDUtZGM2Yi00OGZjLWI3ODAtMDhmY2FjNjkyMDZkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}]",N/A,5.7,"4,781",tt0116827,movie,N/A,"$5,939,449",N/A,N/A,True,
728,Cold Comfort Farm (1995),Comedy,Cold Comfort Farm,Cold Comfort Farm,1995,PG,10 May 1996,105 min,"Comedy, Romance",John Schlesinger,"Malcolm Bradbury, Stella Gibbons","Eileen Atkins, Kate Beckinsale, Sheila Burrell","A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives.",English,United Kingdom,Won 1 BAFTA Award2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BY2U2MmQ5MjMtNjEyMC00NDE3LTkyNDEtZjI3MTA3ODliNzI4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.2,"7,738",tt0112701,movie,N/A,"$5,682,429",N/A,N/A,True,
731,Heaven's Prisoners (1996),Crime|Thriller,Heaven's Prisoners,Heaven's Prisoners,1996,R,17 May 1996,132 min,"Drama, Mystery, Thriller",Phil Joanou,"James Lee Burke, Harley Peyton, Scott Frank","Alec Baldwin, Kelly Lynch, Mary Stuart Masterson","A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",English,"United Kingdom, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BY2NiNTRiYjktNDBlNS00ZGJkLTgwMmMtNmEwMTAzNzY2YzM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}]",N/A,5.8,"5,963",tt0116508,movie,N/A,"$5,009,305",N/A,N/A,True,
733,"Rock, The (1996)",Action|Adventure|Thriller,"Rock, The",Rock the Kasbah,2015,R,23 Oct 2015,106 min,"Comedy, Music, War",Barry Levinson,Mitch Glazer,"Bill Murray, Leem Lubany, Zooey Deschanel","A down-on-his-luck music manager discovers a teenage girl with an extraordinary voice while on a music tour in Afghanistan and takes her to Kabul to compete on the popular television show, Afghan Star.",English,"United States, Morocco",N/A,https://m.media-amazon.com/images/M/MV5BMTU1OTY5MjIyM15BMl5BanBnXkFtZTgwNTIwMDYyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.5,"13,236",tt3164256,movie,N/A,"$3,020,664",N/A,N/A,True,
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,Cemetery Man (Dellamorte Dellamore),,,,,,,,,,,,,,,,,,,,,,,,,,
736,Twister (1996),Action|Adventure|Romance|Thriller,Twister,Twister,1996,PG-13,10 May 1996,113 min,"Action, Adventure, Thriller",Jan de Bont,"Michael Crichton, Anne-Marie Martin","Helen Hunt, Bill Paxton, Jami Gertz",Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.,English,United States,Nominated for 2 Oscars. 11 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNGVhY2JjYzgtYjAyOC00ODg0LTliYWEtMzliZWYzMjA2NjYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.6,"249,196",tt0117998,movie,N/A,"$241,830,615",N/A,N/A,True,
737,Barb Wire (1996),Action|Sci-Fi,Barb Wire,Barb Wire,1996,R,03 May 1996,98 min,"Action, Sci-Fi",David Hogan,"Chris Warner, Ilene Chaiken, Chuck Pfarrer","Pamela Anderson, Amir AboulEla, Adriana Alexander","During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.","English, French, German",United States,1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOTVlNGQ5YTEtNzdkZi00MzRkLTk4NGUtMGYyNTkzMjU0MmIyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,3.5,"32,518",tt0115624,movie,N/A,"$3,793,614",N/A,N/A,True,
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,Ghost in the Shell (Kôkaku kidôtai),,,,,,,,,,,,,,,,,,,,,,,,,,
742,Thinner (1996),Horror|Thriller,Thinner,Thinner,1996,R,25 Oct 1996,93 min,"Fantasy, Horror",Tom Holland,"Stephen King, Michael McDowell, Tom Holland","Robert John Burke, Joe Mantegna, Lucinda Jenney",An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BNWFhY2U2NWUtOWMwZC00ODMxLTgwNGEtZmE4ZDZlMDJmNThlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.8,"35,264",tt0117894,movie,N/A,"$15,315,484",N/A,N/A,True,
743,Spy Hard (1996),Comedy,Spy Hard,Spy Hard,1996,PG-13,24 May 1996,81 min,"Action, Comedy",Rick Friedberg,"Jason Friedberg, Aaron Seltzer, Rick Friedberg","Leslie Nielsen, Nicollette Sheridan, Charles Durning","Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot KGB Agent Veronique Ukrinsky to find Rancor and save the ...","English, French, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BOTEzMTZiMDgtMzI2MS00MzU3LWI2M2QtZWMzOTM0MTM5ZDQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.3,"42,408",tt0117723,movie,N/A,"$26,960,191",N/A,N/A,True,
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Wallace & Gromit: A Close Shave,Wallace,2014,N/A,24 Apr 2014,19 min,"Short, Comedy, Drama",Ian McCulloch,Ian McCulloch,"George Demas, Nina Hellman, Annie Parisse",A brokenhearted man exacts a unique brand of revenge.,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMTY0MDE2MDE4NF5BMl5BanBnXkFtZTgwNjY4MDk3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,13,tt3256218,movie,N/A,N/A,N/A,N/A,True,
747,"Stupids, The (1996)",Comedy,"Stupids, The",,,,,,,,,,,,,,,,,,,,,,,,,,
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,"Arrival, The",Dead On Arrival: The Punk Documentary That Almost Never Was,2017,N/A,15 Dec 2017,115 min,"Documentary, Music",Richard Schenkman,N/A,"Roberta Bayley, John Holmstrom, Billy Idol","An in-depth look at the auspicious production of D.O.A. A Rite of Passage, the documentary funded by High Times founder Tom Forcade in which guerrilla filming methods captured the first (and only) U.S. tour of the notorious Sex Pi...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjM4YjdmMTktNjE1OC00MDYzLWJjNzItMmI1MmE1YWNhZTZkXkEyXkFqcGdeQXVyNjQwMjYzNjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,29,tt8382192,movie,N/A,N/A,N/A,N/A,True,
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,29 Jan 1964,95 min,"Comedy, War",Stanley Kubrick,"Stanley Kubrick, Terry Southern, Peter George","Peter Sellers, George C. Scott, Sterling Hayden","A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","English, Russian",United Kingdom,Nominated for 4 Oscars. 14 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,8.3,"549,187",tt0057012,movie,N/A,"$9,440,272",N/A,N/A,True,
757,Ashes of Time (Dung che sai duk) (1994),Drama,Ashes of Time (Dung che sai duk),,,,,,,,,,,,,,,,,,,,,,,,,,
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Maya Lin: A Strong Clear Vision,Maya Lin: A Strong Clear Vision,1994,N/A,10 Nov 1995,105 min,"Documentary, Biography",Freida Lee Mock,Freida Lee Mock,Maya Lin,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,English,United States,Won 1 Oscar. 2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYjFlZWFjZWYtMzM4Yi00ZmZiLWJiMGEtNDA5OWE4NDZlOTQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.3,550,tt0110480,movie,N/A,"$62,186",N/A,N/A,True,
